MeetID,MeetPath,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName
1637,nasa/1722,NASA,10/21/17,USA,TN,,Tennessee Regional
1638,nasa/1723,NASA,7/29/17,USA,,,Tri State Regionals
1639,nasa/1724,NASA,10/7/17,USA,CO,,Colorado Regionals
1640,nasa/1725,NASA,10/14/17,USA,OH,Springfield,Unequipped Nationals
1641,nasa/1726,NASA,5/6/17,USA,WI,,Wisconsin State Championship
1642,nasa/1727,NASA,9/23/17,USA,NM,,Southern New Mexico Open
1643,nasa/1728,NASA,9/30/17,USA,,,Jerry Jones Memorial PushPull
1644,nasa/1729,NASA,11/11/17,USA,KS,,Kansas Regional
1645,nasa/1730,NASA,11/18/17,USA,,,Masters Nationals
1646,nasa/1731,NASA,10/21/17,USA,MO,,Missouri Regional
1647,nasa/1732,NASA,12/2/17,USA,NM,,New Mexico Regional
1648,nasa/1733,NASA,12/16/17,USA,TX,,Texas Holiday Classic
1649,nasa/1734,NASA,12/23/17,USA,IL,,Illinois Christmas Regional
1650,nasa/1801,NASA,1/13/18,USA,TX,,Southeast Texas State
1651,nipf/1101,NIPF,12/10/11,N.Ireland,,,2011 Raw Power
1652,nipf/1201,NIPF,10/11/12,N.Ireland,,,2012 NIPF Raw Power Championships
1653,nipf/1202,NIPF,10/6/12,N.Ireland,,,2012 NIPF Push Pull
1654,nipf/1203,NIPF,8/18/12,N.Ireland,,,2012 NIPF Bench Press Championships
1655,nipf/1204,NIPF,6/16/12,N.Ireland,,,2012 Maxx Power Championships
1656,nipf/1205,NIPF,3/31/12,N.Ireland,,,2012 NIPF Deadlift Championships
1657,nipf/1301,NIPF,11/23/13,N.Ireland,,,2013 Raw Power
1658,nipf/1302,NIPF,9/14/13,N.Ireland,,,2013 Push Pull Championships
1659,nipf/1303,NIPF,6/22/13,N.Ireland,,,2013 Maxx Power Championships
1660,nipf/1304,NIPF,3/30/13,N.Ireland,,,2013 NIPF Deadlift Championships
1661,nipf/1305,NIPF,2/23/13,N.Ireland,,,2013 NIPF Bench Press Championships
1662,nipf/1401,NIPF,12/13/14,N.Ireland,,,2014 Mens Junior and Masters Raw Power
1663,nipf/1402,NIPF,10/18/14,N.Ireland,,,2014 NIPF Bench Press Championships
1664,nipf/1403,NIPF,9/27/14,N.Ireland,,,2014 Raw Power - Senior Men and All Females Only
1665,nipf/1404,NIPF,8/30/14,N.Ireland,,,2014 Push Pull
1666,nipf/1405,NIPF,5/31/14,N.Ireland,,,2014 Maxx Power
1667,nipf/1406,NIPF,2/22/14,N.Ireland,,,2014 NIPF Deadlift Championships
1668,nipf/1501,NIPF,12/5/15,N.Ireland,,,All Ireland Classic
1669,nipf/1502,NIPF,11/7/15,N.Ireland,,,2015 NIPF Deadlift Championships
1670,nipf/1503,NIPF,8/29/15,N.Ireland,,,2015 NIPF Juniors and Masters Classic
1671,nipf/1504,NIPF,6/20/15,N.Ireland,,,2015 NIPF Push/Pull
1672,nipf/1505,NIPF,4/11/15,N.Ireland,,,2015 NIPF Classic Championships - Senior Men and Ladies
1673,nipf/1506,NIPF,2/21/15,N.Ireland,,,2015 NIPF Bench Press Championships
1674,nipf/1601,NIPF,10/15/16,N.Ireland,,,2016 NIPF Autumn Advance
1675,nipf/1602,NIPF,8/20/16,N.Ireland,,,2016 Summer Showdown
1676,nipf/1603,NIPF,6/18/16,N.Ireland,,,2016 Men's Raw Power
1677,nipf/1604,NIPF,4/16/16,N.Ireland,,,2016 Women's Raw Power
1678,nipf/1605,NIPF,3/12/16,N.Ireland,,,2016 Rookie Power
1679,nipf/1606,NIPF,2/6/16,N.Ireland,,,2016 NIPF Big Lift Combo
1680,nipf/1608,NIPF,3/12/16,N.Ireland,,,2016 Home Nations
1681,nipf/1701,NIPF,1/28/17,N.Ireland,,,2017 Rookie Power 1
1682,nipf/1702,NIPF,2/4/17,N.Ireland,,,2017 Seniors/Open Raw Power
1683,nipf/1703,NIPF,5/6/17,N.Ireland,,,PNP Push/Pull Open
1684,nipf/1704,NIPF,6/24/17,N.Ireland,,,Open Raw Power
1685,nipf/1705,NIPF,12/2/17,N.Ireland,,,All Irelands Invitational
1686,nipf/1706,NIPF,9/30/17,N.Ireland,,,Open 3-Lift
1687,npa/1701,NPA,7/22/17,Israel,,Rison Letzion,Open Israel Championship
1688,nsf/1,NSF,1/8/00,Norway,,Kristiansand,Kretsstevne
1689,nsf/10,NSF,2/7/00,Norway,,Halden,Benkstevne
1690,nsf/100,NSF,10/21/00,Norway,,Brumunddal,Seriestevne
1691,nsf/1001,NSF,6/5/07,Norway,,Halden,Seriestevne
1692,nsf/1003,NSF,12/9/06,Norway,,Stavanger,Klubbstevne
1693,nsf/1004,NSF,12/16/06,Norway,,Bergen,Ã…pent stevne
1694,nsf/1005,NSF,12/27/06,Norway,,Gressvik,Klubbstevne
1695,nsf/1006,NSF,1/6/07,Norway,,Odderneshallen,Klubbstevne
1696,nsf/1007,NSF,1/17/07,Norway,,Askim,Seriestevne
1697,nsf/1008,NSF,1/20/07,Norway,,Alta,Finnmarkmesterskapet
1698,nsf/1009,NSF,6/22/07,Norway,,Melhus,Klubbmesterskap
1699,nsf/101,NSF,10/21/00,Norway,,Oslo,Seriestevne
1700,nsf/1010,NSF,12/9/06,Norway,,Sande,Julestevne
1701,nsf/1012,NSF,6/30/07,Norway,,Frogner,NM benkpress
1702,nsf/1013,NSF,8/22/99,Norway,,Fagernes,NM benkpress
1703,nsf/1014,NSF,3/4/00,Norway,,Oslo,Veteran NM
1704,nsf/1015,NSF,3/5/00,Norway,,Oslo,B-NM
1705,nsf/1017,NSF,10/14/95,Norway,,Oslo,RM Ã˜st
1706,nsf/1019,NSF,8/11/07,Norway,,FrÃ_na,Ã…pent stevne
1707,nsf/102,NSF,10/23/00,Norway,,Halden,Seriestevne
1708,nsf/1020,NSF,8/15/07,Norway,,Sandnes,Seriestevne
1709,nsf/1021,NSF,12/9/00,Norway,,Oslo,Lag-NM
1710,nsf/1022,NSF,12/4/99,Norway,,Oslo,Julestevne
1711,nsf/1027,NSF,11/2/96,Norway,,Fagernes,Junior NM
1712,nsf/1029,NSF,10/20/98,Norway,,Gyor Ungarn,Junior VM
1713,nsf/103,NSF,10/23/00,Norway,,Kjeller,Seriestevne
1714,nsf/1031,NSF,8/17/07,Norway,,Trondheim,Klubbstevne
1715,nsf/1032,NSF,8/18/07,Norway,,Melhus,Klubbmesterskap
1716,nsf/1034,NSF,5/12/07,Norway,,Kirkenes,KM
1717,nsf/1036,NSF,8/25/07,Norway,,Rana,Seriestevne
1718,nsf/1037,NSF,8/25/07,Norway,,Ganddal,Seriestevne
1719,nsf/1038,NSF,9/1/07,Norway,,Spikkestad,Kretsstevne
1720,nsf/1039,NSF,9/5/07,Norway,,Oslo,Klubbstevne
1721,nsf/104,NSF,10/27/00,Norway,,Steinkjer,Klubbstevne
1722,nsf/1041,NSF,9/8/07,Norway,,Sande,Seriestevne
1723,nsf/1043,NSF,9/17/07,Norway,,Frogner,Klubbmesterskap
1724,nsf/1046,NSF,9/29/07,Norway,,Sande,Syd-Norsk
1725,nsf/1048,NSF,9/12/07,Norway,,Brumunddal,Benkpresstevne
1726,nsf/1049,NSF,9/30/07,Norway,,Sande,Syd-Norsk benkpress
1727,nsf/105,NSF,10/27/00,Norway,,HommersÃ¥k,Seriestevne
1728,nsf/1051,NSF,9/22/07,Norway,,Varhol FrÃ_na,Ã…pent stevne
1729,nsf/1055,NSF,10/6/07,Norway,,Melhus,Klubbmesterskap
1730,nsf/1056,NSF,10/13/07,Norway,,Bergen,Seriestevne
1731,nsf/1057,NSF,10/16/07,Norway,,Sandnes,Seriestevne
1732,nsf/1058,NSF,8/24/07,Norway,,ElnesvÃ¥gen,Ã…pent stevne
1733,nsf/106,NSF,10/27/00,Norway,,,Seriestevne
1734,nsf/1061,NSF,10/20/07,Norway,,Brumunddal,Kretsmesterskap
1735,nsf/1062,NSF,10/20/07,Norway,,RÃ¸ros,Regionmesterskap
1736,nsf/1064,NSF,10/30/07,Norway,,Sandnes,Lagserie
1737,nsf/1065,NSF,11/3/07,Norway,,ElnesvÃ¥gen,KM benkpress
1738,nsf/1066,NSF,10/27/07,Norway,,Rana,Seriestevne
1739,nsf/1067,NSF,12/27/06,Norway,,Gressvik,Klubbstevne
1740,nsf/1068,NSF,5/22/07,Norway,,Bergen,Ã…pent stevne
1741,nsf/1069,NSF,11/5/07,Norway,,LÃ¸renskog,Klubbmesterskap
1742,nsf/107,NSF,10/28/00,Norway,,Askim,Seriestevne
1743,nsf/1070,NSF,10/13/07,Norway,,BorÃ¥s,Benkpressstevne
1744,nsf/1073,NSF,9/29/07,Norway,,Bergen,KM benkpress
1745,nsf/1074,NSF,11/16/07,Norway,,Bergen,NM Ungdom Junior og Veteran
1746,nsf/1075,NSF,12/8/07,Norway,,Bergen,Julestevne
1747,nsf/1076,NSF,12/8/07,Norway,,Spikkestad,Benkpress-cup
1748,nsf/1077,NSF,12/12/07,Norway,,Brumunddal,Seriestevne
1749,nsf/1078,NSF,12/15/07,Norway,,Oslo,Ã…pent stevne
1750,nsf/1079,NSF,12/15/07,Norway,,Rana,Julestevne
1751,nsf/108,NSF,10/28/00,Norway,,Askim,Benkcup
1752,nsf/1080,NSF,12/8/07,Norway,,Ganddal,Julestevne
1753,nsf/1081,NSF,12/15/07,Norway,,Trondheim,Klubbstevne
1754,nsf/1082,NSF,12/15/07,Norway,,RÃ¸ros,Klubbstevne
1755,nsf/1083,NSF,12/11/07,Norway,,Sande,Julestevne
1756,nsf/1084,NSF,12/14/07,Norway,,Melhus,Klubbstevne
1757,nsf/1085,NSF,12/22/07,Norway,,FrÃ_na,Julestevne
1758,nsf/1087,NSF,12/22/07,Norway,,Stavanger,Julestevne
1759,nsf/1088,NSF,12/22/07,Norway,,HommersÃ¥k,Klubbstevne
1760,nsf/1089,NSF,12/8/07,Norway,,ElnesvÃ¥gen,Midt-norsk benkpress
1761,nsf/109,NSF,10/28/00,Norway,,Mo i Rana,Seriestevne
1762,nsf/1090,NSF,10/24/07,Norway,,Askim,Seriestevne
1763,nsf/1091,NSF,10/27/07,Norway,,Oddernes,Klubbstevne
1764,nsf/1092,NSF,11/10/07,Norway,,Skoger,Klubbstevne
1765,nsf/1093,NSF,12/1/07,Norway,,Oddernes,Klubbstevne
1766,nsf/1094,NSF,12/5/07,Norway,,Askim,Seriestevne
1767,nsf/1095,NSF,12/21/07,Norway,,Gressvik,Ã…pent stevne
1768,nsf/1096,NSF,11/3/07,Norway,,Gressvik,KM benkpress
1769,nsf/1097,NSF,1/19/08,Norway,,Sande,Seriestevne
1770,nsf/1098,NSF,1/19/08,Norway,,Brumunddal,Klubbmesterskap
1771,nsf/1099,NSF,1/12/08,Norway,,Oddernes,Klubbstevne
1772,nsf/11,NSF,2/11/00,Norway,,Fredrikstad,Seriestevne
1773,nsf/110,NSF,11/11/00,Norway,,Skogn,KM Benkpress
1774,nsf/1100,NSF,1/23/08,Norway,,Askim,Klubbstevne
1775,nsf/1101,NSF,1/26/08,Norway,,Melhus,Klubbmesterskap
1776,nsf/1102,NSF,2/9/08,Norway,,Varhol,Ã…pent stevne
1777,nsf/1103,NSF,2/23/08,Norway,,Steinkjer,RM Midt-Norge
1778,nsf/1105,NSF,2/27/08,Norway,,Varhol FrÃ_na,Klubbstevne
1779,nsf/1106,NSF,2/19/08,Norway,,Lurahallen,Lagserien
1780,nsf/1107,NSF,2/23/08,Norway,,Grubhei,Regionmesterskap
1781,nsf/111,NSF,11/11/00,Norway,,Bergen,Junior NM
1782,nsf/1110,NSF,2/23/08,Norway,,Brumunddal,RM Benkpress
1783,nsf/1111,NSF,2/23/08,Norway,,Brumunddal,Regionmesterskap
1784,nsf/1112,NSF,2/23/08,Norway,,Sande,Regionmesterskap
1785,nsf/1113,NSF,2/23/08,Norway,,Sande,RM Benkpress
1786,nsf/1114,NSF,2/23/08,Norway,,Haukelandshallen,RM Benkpress
1787,nsf/1115,NSF,2/23/08,Norway,,Haukelandshallen,Regionmesterskap
1788,nsf/1116,NSF,2/23/08,Norway,,Halden,Regionmesterskap
1789,nsf/1117,NSF,2/23/08,Norway,,Newcastle,Ungdomsstevne
1790,nsf/1118,NSF,3/1/08,Norway,,Lurahallen,Regionmesterskap
1791,nsf/1119,NSF,1/30/08,Norway,,ElnesvÃ¥gen,Klubbstevne
1792,nsf/1120,NSF,3/8/08,Norway,,Sande,Benk-cup
1793,nsf/1121,NSF,3/12/08,Norway,,Brumunddal,Seriestevne
1794,nsf/1122,NSF,3/10/08,Norway,,Halden,Klubbmesterskap
1795,nsf/1123,NSF,2/2/08,Norway,,Alta,Finnmarkmesterskapet
1796,nsf/1124,NSF,1/21/08,Norway,,Halden,Klubbmesterskap
1797,nsf/1128,NSF,3/21/08,Norway,,FrÃ_na,Ã…pent stevne
1798,nsf/113,NSF,11/18/00,Norway,,Fredrikstad,Kretsmesterskap Benk
1799,nsf/1130,NSF,3/26/08,Norway,,ElnesvÃ¥gen,Klubbstevne
1800,nsf/1131,NSF,4/5/08,Norway,,Bergen,Seriestevne
1801,nsf/1132,NSF,4/5/08,Norway,,Sande,Seriestevne
1802,nsf/1133,NSF,4/16/08,Norway,,FrÃ_na,Ã…pent Stevne
1803,nsf/1134,NSF,4/9/08,Norway,,Askim,Seriestevne
1804,nsf/1135,NSF,4/14/08,Norway,,Lurahallen,Lagserie
1805,nsf/1136,NSF,4/21/08,Norway,,RÃ¸ros,Ã…pent Stevne
1806,nsf/114,NSF,11/25/00,Norway,,Drammen,Benkcup
1807,nsf/1143,NSF,4/26/08,Norway,,Spikkestad,Ã…pent stevne
1808,nsf/1144,NSF,4/30/08,Norway,,FrÃ_na,Ã…pent stevne
1809,nsf/1145,NSF,4/29/08,Norway,,LÃ¸renskog,Ã…pent stevne
1810,nsf/1146,NSF,4/26/08,Norway,,Grubhei,Seriestevne
1811,nsf/1147,NSF,5/2/08,Norway,,Hamar,Nasjonalt ungdom og juniorstevne
1812,nsf/1149,NSF,4/26/08,Norway,,Ganddal,Klubbstevne
1813,nsf/1153,NSF,5/5/08,Norway,,Sunnfjord gym,Klubbstevne
1814,nsf/1154,NSF,4/25/08,Norway,,Trondheim,Klubbstevne
1815,nsf/1155,NSF,4/14/08,Norway,,Gressvik,Ã…pent stevne
1816,nsf/1156,NSF,5/10/08,Norway,,Kristiandsand,Klubbmesterskap
1817,nsf/1158,NSF,5/31/08,Norway,,Sande,NM Benkpress
1818,nsf/1159,NSF,5/10/08,Norway,,Alta,Regionmesterskap
1819,nsf/116,NSF,12/2/00,Norway,,FlorÃ¸,Kretsmesterskap
1820,nsf/1161,NSF,5/28/08,Norway,,Lurahallen,Klubbstevne
1821,nsf/1162,NSF,6/7/08,Norway,,Stavanger,Klubbstevne
1822,nsf/1163,NSF,6/7/08,Norway,,Haukelandshallen,Klubbstevne
1823,nsf/1165,NSF,6/6/08,Norway,,Melhus,Klubbmesterskap
1824,nsf/1166,NSF,6/16/08,Norway,,Grubhei,Seriestevne
1825,nsf/1168,NSF,6/4/08,Norway,,HommersÃ¥k,Klubbstevne
1826,nsf/117,NSF,12/2/00,Norway,,Dokka,Klubbstevne
1827,nsf/1170,NSF,6/14/08,Norway,,Sande,Klubbmesterskap
1828,nsf/1172,NSF,6/16/08,Norway,,Halden,Seriestevne
1829,nsf/1173,NSF,6/18/08,Norway,,Brumunddal,Seriestevne
1830,nsf/1174,NSF,6/16/08,Norway,,Gressvik,Ã…pent stevne
1831,nsf/1175,NSF,7/14/08,Norway,,FrÃ_na,Klubbstevne
1832,nsf/118,NSF,12/9/00,Norway,,Bergen,Seriestevne
1833,nsf/1185,NSF,3/1/75,Norway,,Oslo,NM Old Boys
1834,nsf/1186,NSF,8/13/08,Norway,,ElnesvÃ¥gen,Ã…pent stevne
1835,nsf/1187,NSF,8/20/08,Norway,,Sandnes,Seriestevne
1836,nsf/1188,NSF,8/16/08,Norway,,Melhus,Klubbmesterskap
1837,nsf/1189,NSF,8/30/08,Norway,,Bergen,Ã…pent stevne
1838,nsf/119,NSF,12/9/00,Norway,,Oslo,Lagfinale
1839,nsf/1190,NSF,8/23/08,Norway,,Ganddal,Klubbstevne
1840,nsf/1194,NSF,8/13/08,Norway,,FrÃ_na,Klubbstevne
1841,nsf/1195,NSF,9/6/08,Norway,,Sande,Seriestevne
1842,nsf/1196,NSF,9/10/08,Norway,,Brumunddal,Benkpresstevne
1843,nsf/1197,NSF,9/10/08,Norway,,Brumunddal,Seriestevne
1844,nsf/1198,NSF,9/13/08,Norway,,FrÃ_na,Ã…pent stevne
1845,nsf/1199,NSF,9/22/08,Norway,,Skedsmo,Klubbmesterskap
1846,nsf/12,NSF,2/12/00,Norway,,Askim,Seriestevne
1847,nsf/120,NSF,12/9/00,Norway,,Sandnes,KM MarklÃ¸ft
1848,nsf/1200,NSF,9/17/08,Norway,,Askim,Seriestevne
1849,nsf/1201,NSF,8/23/08,Norway,,Bergen,Ã…pent stevne
1850,nsf/1202,NSF,9/20/08,Norway,,Sande,Benkpress-cup
1851,nsf/1205,NSF,10/4/08,Norway,,Bergen,Ã…pent stevne
1852,nsf/1206,NSF,9/29/08,Norway,,Gressvik,Ã…pent stevne
1853,nsf/1207,NSF,9/24/08,Norway,,FrÃ_na,Klubbstevne
1854,nsf/1208,NSF,9/27/08,Norway,,Ganddal,Klubbstevne
1855,nsf/1209,NSF,10/18/08,Norway,,Trondheim,Midt-Norsk Mesterskap StyrkelÃ¸ft
1856,nsf/121,NSF,12/10/00,Norway,,Oslo,Klubbstevne
1857,nsf/1210,NSF,10/18/08,Norway,,Trondheim,Midt-Norsk Mesterskap Benkpress
1858,nsf/1211,NSF,10/19/08,Norway,,Moss,Syd-Norsk Benkpress
1859,nsf/1212,NSF,10/18/08,Norway,,Moss,Syd-Norsk StyrkelÃ¸ft
1860,nsf/1213,NSF,9/27/08,Norway,,Alta,Kalottlandskampen
1861,nsf/1216,NSF,9/30/08,Norway,,LÃ¸renskog,Klubbmesterskap
1862,nsf/1218,NSF,10/11/08,Norway,,HommersÃ¥k,Ã…pent stevne
1863,nsf/122,NSF,12/16/00,Norway,,Trondheim,Klubbstevne
1864,nsf/1223,NSF,11/15/08,Norway,,Sandnes,NM U/Jr/Vet
1865,nsf/1224,NSF,11/6/08,Norway,,FrÃ_na,Klubbstevne
1866,nsf/1225,NSF,10/31/08,Norway,,Sandnes,Seriestevne
1867,nsf/1226,NSF,11/1/08,Norway,,Island,Nasjonalt stevne
1868,nsf/1227,NSF,10/26/08,Norway,,Halden,Seriestevne
1869,nsf/123,NSF,12/16/00,Norway,,Stavanger,Klubbstevne
1870,nsf/1232,NSF,11/22/08,Norway,,Ulefoss,Ã…pent stevne
1871,nsf/1234,NSF,5/15/98,Norway,,Fredrikstad,Seriestevne
1872,nsf/1235,NSF,5/23/98,Norway,,Sande,Benk-cup
1873,nsf/1236,NSF,6/20/98,Norway,,Skogn,Lagseriestevne
1874,nsf/1238,NSF,4/29/98,Norway,,HommersÃ¥k,Lagserien
1875,nsf/1239,NSF,4/29/98,Norway,,Sande,Klubbstevne
1876,nsf/124,NSF,12/16/00,Norway,,Mo i Rana,Klubbstevne
1877,nsf/1241,NSF,4/25/98,Norway,,Gruben,Lagserien
1878,nsf/1242,NSF,4/25/98,Norway,,GrunerlÃ¸kka Oslo,Seriestevne
1879,nsf/1243,NSF,4/25/98,Norway,,Brumunddal,Seriestevne
1880,nsf/1244,NSF,4/25/98,Norway,,Bergen,Klubbstevne
1881,nsf/1245,NSF,4/24/98,Norway,,Alta,Seriestevne
1882,nsf/1247,NSF,10/17/98,Norway,,Dokka,RM-Ã˜st
1883,nsf/1248,NSF,10/10/98,Norway,,Skogn,RM-Midt
1884,nsf/1249,NSF,10/10/98,Norway,,FlorÃ¸hallen,RM- Vest
1885,nsf/125,NSF,1/6/01,Norway,,Odderneshallen,Kretsstevne
1886,nsf/1250,NSF,9/26/98,Norway,,Kristiansand,RM-SÃ¸r
1887,nsf/1251,NSF,1/28/98,Norway,,BjÃ¸lsen Oslo,Seriestevne
1888,nsf/1252,NSF,1/25/98,Norway,,Askim,Seriestevne
1889,nsf/1254,NSF,2/20/98,Norway,,Voss,Klubbstevne
1890,nsf/1259,NSF,11/19/08,Norway,,FrÃ_na,Klubbstevne
1891,nsf/126,NSF,1/13/01,Norway,,Alta,Nord Norsk Mesterskap
1892,nsf/1260,NSF,1/17/98,Norway,,Sande,Syd-norsk
1893,nsf/1261,NSF,4/25/98,Norway,,Halden,KM
1894,nsf/1262,NSF,11/22/98,Norway,,Askim,KM Benkpress
1895,nsf/1263,NSF,2/28/98,Norway,,Skogn,Klubbstevne
1896,nsf/1267,NSF,11/24/08,Norway,,Gruben,Klubbstevne
1897,nsf/1268,NSF,12/9/06,Norway,,FrÃ_na,Midt-Norsk benkpress
1898,nsf/127,NSF,1/20/01,Norway,,Brumunddal,Klubbmesterskap
1899,nsf/1272,NSF,12/6/08,Norway,,Spikkestad,Benk-cup
1900,nsf/1273,NSF,12/12/08,Norway,,Steinkjer,Klubbstevne
1901,nsf/1275,NSF,12/13/08,Norway,,BjÃ¸lsenhallen,Ã…pent stevne
1902,nsf/1277,NSF,12/10/08,Norway,,Brumunddal,Klubbmesterskap benkpress
1903,nsf/1279,NSF,12/13/08,Norway,,FrÃ_na,Klubbmesterskap
1904,nsf/128,NSF,1/20/01,Norway,,Skoger,Kretsstevne
1905,nsf/1281,NSF,12/13/08,Norway,,Gruben,Klubbstevne
1906,nsf/1282,NSF,12/13/08,Norway,,RÃ¸ros,Klubbstevne
1907,nsf/1283,NSF,12/13/08,Norway,,Stavanger,Klubbstevne
1908,nsf/1284,NSF,12/13/08,Norway,,Sande,Julestevne
1909,nsf/1285,NSF,12/13/08,Norway,,Haukelandshallen,Klubbstevne
1910,nsf/1286,NSF,12/13/08,Norway,,HommersÃ¥k,Klubbstevne
1911,nsf/1287,NSF,12/20/00,Norway,,,test
1912,nsf/1289,NSF,12/13/08,Norway,,Ganddal,Julestevne
1913,nsf/129,NSF,1/20/01,Norway,,Askim,Seriestevne
1914,nsf/1290,NSF,12/12/08,Norway,,Melhus,Klubbstevne
1915,nsf/1291,NSF,12/22/08,Norway,,Gressvik,Ã…pent stevne
1916,nsf/1292,NSF,6/13/98,Norway,,Trondheim,Seriestevne
1917,nsf/1293,NSF,6/13/98,Norway,,Sandehallen,Klubbstevne
1918,nsf/1295,NSF,10/24/98,Norway,,Voss,Klubbstevne
1919,nsf/1296,NSF,12/21/98,Norway,,Stavanger,Klubbmesterskap
1920,nsf/1297,NSF,10/27/98,Norway,,Halden,Seriestevne
1921,nsf/1298,NSF,10/4/98,Norway,,Askim,Seriestevne
1922,nsf/1299,NSF,10/10/98,Norway,,Sandehallen,Kretstevne
1923,nsf/13,NSF,2/12/00,Norway,,Brumunddal,Seriestevne
1924,nsf/130,NSF,1/27/01,Norway,,,Landskamp
1925,nsf/1300,NSF,10/10/98,Norway,,GrunerlÃ¸kka,Seriestevne
1926,nsf/1301,NSF,9/26/98,Norway,,Brumunddal,Seriestevne
1927,nsf/1302,NSF,9/18/98,Norway,,Fredrikstad,Seriestevne
1928,nsf/1303,NSF,9/26/98,Norway,,Gruben,Seriestevne
1929,nsf/1304,NSF,6/7/98,Norway,,GrunerlÃ¸kka,Seriestevne
1930,nsf/1305,NSF,8/29/98,Norway,,Brumunddal,Seriestevne
1931,nsf/1306,NSF,9/12/98,Norway,,HÃ¸yang hallen,Benk-cup
1932,nsf/1307,NSF,7/25/98,Norway,,Sundbyfoss,Klubbstevne
1933,nsf/1308,NSF,6/15/98,Norway,,HommersÃ¥k,Seriestevne
1934,nsf/1309,NSF,6/18/98,Norway,,Halden,Seriestevne
1935,nsf/131,NSF,1/27/01,Norway,,Hammerfest,Klubbstevne
1936,nsf/1310,NSF,6/6/98,Norway,,Sundbyfoss,Klubbstevne
1937,nsf/1311,NSF,6/6/98,Norway,,Askim,Seriestevne
1938,nsf/1312,NSF,6/12/98,Norway,,Sandnes,Seriestevne
1939,nsf/1314,NSF,12/20/08,Norway,,Varhol,Julestevne
1940,nsf/1316,NSF,4/5/98,Norway,,Askim,Seriestevne
1941,nsf/1317,NSF,8/22/98,Norway,,Lisleby,NM Benkpress
1942,nsf/1318,NSF,11/7/98,Norway,,Alta,Junior NM
1943,nsf/132,NSF,1/27/01,Norway,,Sande,Kretsstevne
1944,nsf/1320,NSF,2/14/98,Norway,,Holmestrand,B og veteran NM
1945,nsf/1321,NSF,11/7/08,Norway,,Skoger,Klubbstevne
1946,nsf/1322,NSF,1/17/09,Norway,,Haukelandshallen,Ã…pent stevne
1947,nsf/1323,NSF,12/8/08,Norway,,Halden,Seriestevne
1948,nsf/1324,NSF,1/10/09,Norway,,Odderneshallen,Klubbstevne
1949,nsf/1325,NSF,12/20/08,Norway,,Haukelandshallen,Ã…pent stevne
1950,nsf/1326,NSF,11/15/08,Norway,,Odderneshallen,Klubbstevne
1951,nsf/133,NSF,2/3/01,Norway,,Oslo,Klubbmesterskap
1952,nsf/134,NSF,2/3/01,Norway,,Voss,Klubbstevne
1953,nsf/1344,NSF,1/24/09,Norway,,Sande,Ã…pent stevne
1954,nsf/1346,NSF,2/23/97,Norway,,LillestrÃ¸m,Veteran NM
1955,nsf/135,NSF,2/5/01,Norway,,Halden,Klubbmesterskap benk
1956,nsf/1351,NSF,2/7/09,Norway,,Varhol,Ã…pent Stevne
1957,nsf/1353,NSF,2/13/09,Norway,,Steinkjer,Klubbstevne
1958,nsf/1357,NSF,2/21/09,Norway,,Askim,RM StyrkelÃ¸ftregion Ã˜st
1959,nsf/1358,NSF,2/21/09,Norway,,Sogndal,RM StyrkelÃ¸ftregion Vest
1960,nsf/136,NSF,2/10/01,Norway,,Lademoen,Midt-Norsk Mesterskap
1961,nsf/1360,NSF,2/21/09,Norway,,FrÃ_na,RM StyrkelÃ¸ft Midt-Norge
1962,nsf/1361,NSF,2/21/09,Norway,,Sande,RM Ã˜stafjell
1963,nsf/1363,NSF,2/21/09,Norway,,FrÃ_na,RM Benkpress Midt-Norge
1964,nsf/1364,NSF,1/22/09,Norway,,Gressvik,Klubbstevne
1965,nsf/1365,NSF,1/31/09,Norway,,GÃ¸teborg Sverige,GÃ¸teborg Cup
1966,nsf/1366,NSF,2/11/09,Norway,,Halden,Klubbmesterskap
1967,nsf/1367,NSF,2/21/09,Norway,,TysvÃ_rtunet,RM SÃ¸r-vest
1968,nsf/1368,NSF,2/21/09,Norway,,Gruben,RM Nord
1969,nsf/1369,NSF,2/21/09,Norway,,Brumunddal,RM Hedmark-Oppland
1970,nsf/137,NSF,2/10/01,Norway,,Spikkestad,Benk Cup
1971,nsf/1370,NSF,5/2/98,Norway,,Lademoen Skole,KM TrÃ¸nderlag
1972,nsf/1371,NSF,5/16/98,Norway,,Brumunddal,KM Hedmark - Oppland
1973,nsf/1372,NSF,6/6/98,Norway,,Gruben,KM Nordland
1974,nsf/1373,NSF,6/6/98,Norway,,Oslo,KM Oslo-Akershus
1975,nsf/1374,NSF,10/24/98,Norway,,,RM
1976,nsf/1375,NSF,8/15/98,Norway,,Steinkjer,KM benkpress Tr.lag
1977,nsf/1376,NSF,2/14/98,Norway,,Skogn,Midt-Norsk
1978,nsf/1377,NSF,2/27/09,Norway,,Haukelandshallen,Ã…pent stevne
1979,nsf/1379,NSF,2/28/09,Norway,,Sande,Klubbstevne
1980,nsf/138,NSF,2/10/01,Norway,,Brumundddal,Seriestevne
1981,nsf/1380,NSF,2/27/09,Norway,,Varhol FrÃ_na,Klubbstevne
1982,nsf/1383,NSF,3/4/09,Norway,,FrÃ_na,Klubbstevne
1983,nsf/1384,NSF,3/7/09,Norway,,Sandehallen,Benk-Cup
